employee_id,leave_record_type,leave_status_name,leave_type_code,leave_type_name,leave_reason_name,leave_start_date,leave_end_date,leave_hours,calendar_days,quality_flag,leave_family,rostered_shifts_in_leave,rostered_hours_in_leave,unit_of_shifts,shift_categories,position_name,rate_grouping,role_class,occupational_group,employee_overall_job_type,agreement_family,contract_hours,fte,terms_of_employment_description,position_entry_end_date,primary_roster_unit,roster_window_start,roster_window_end,al_remaining_hours,al_booked_hours,al_excess_flag,starts_inside_roster_window,lead_days_from_2026_09_19,contract_ends_before_leave_ends
SYN009477,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-10-01,2026-10-02,12.67,2,OK,LONG_SERVICE,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,8.0,0.105,"ANF - RN, EN(MH) IND AGR",2026-11-15,SU0333,2026-05-25,2026-09-27,83.9385,30.759097,0,false,12,false
SYN004587,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-02,15.2,2,OK,ANNUAL,2,15.2,SU0293,AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,60.0,0.789,EN NSE & NUR ASS (76),,SU0293,2026-06-30,2026-10-30,355.59056599999997,304.303621,0,true,12,
SYN004190,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-01,7.5,1,OK,PUBLIC_HOLIDAY_TOIL,1,7.5,SU0377,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,56.0,0.737,"ANF - RN, EN(MH) IND AGR",,SU0377,2026-06-04,2026-10-02,251.271,0.0,0,true,12,
SYN004377,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2026-10-01,2026-10-02,15.34,2,OK,ANNUAL,2,15.2,SU0043,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,38.0,0.5,"ANF - RN, EN(MH) IND AGR",2026-11-08,SU0043,2026-06-10,2026-10-09,416.045395,0.0,1,true,12,false
SYN004061,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-10-01,2026-10-09,32.0,9,OK,LONG_SERVICE,10,100.0,SU0074,AM,Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,40.0,0.5,MED PRAC (SNR FT) IND AGR,2026-11-01,SU0070,2026-06-15,2026-10-15,366.573387,35.99991,0,true,12,false
SYN009453,Booked Leave,Future,OT,OTHER LEAVE,STUDY LEAVE,2026-10-01,2026-10-01,8.0,1,OK,OTHER,1,8.0,SU0368,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",2026-12-08,SU0368,2026-06-22,2026-10-23,32.0,0.0,0,true,12,false
SYN006281,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,10.0,1,OK,ANNUAL,0,,,,Social Worker,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,60.8,0.8,HSUWA PACTS IND AGMT,2026-12-13,SU0069,2026-05-18,2026-08-21,200.378,0.0,0,false,12,false
SYN000426,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-01,2026-10-02,16.0,2,OK,PROF_DEV_STUDY,2,16.0,SU0159,AM,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,53.2,0.7,ENROLLED NURSES AND NURSING ASSISTS AGMT,2049-12-24,SU0318,2026-06-08,2026-10-09,38.0,0.0,1,true,12,false
SYN003168,Booked Leave,Future,LL,ANN LVE IN LIEU L LDG,AL IN LIEU OF LVE LDG,2026-10-01,2026-10-09,22.75,9,OK,ANNUAL,4,30.0,SU0285,PM|AM,Occupational Therapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0285,2026-06-17,2026-10-08,76.991,216.0,0,true,12,
SYN000479,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-10-01,2026-10-02,15.2,2,OK,UNPAID,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,64.0,0.842,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2026-09-20,SU0384,2026-05-18,2026-09-18,190.228392,0.0,0,false,12,true
SYN002752,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-01,2026-10-02,16.0,2,OK,PROF_DEV_STUDY,0,,,,Technical Clinician,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,22.8,0.3,HSUWA PACTS IND AGMT,2026-08-30,SU0459,2026-05-18,2026-09-18,307.77968899999996,149.998707,0,false,12,true
SYN002682,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-01,2026-10-02,16.0,2,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2026-10-11,SU0430,2026-06-09,2026-09-10,13.9626,0.0,0,false,12,false
SYN006802,Booked Leave,Future,PU,PURCHASE LEAVE,PURCHASE LEAVE,2026-10-01,2026-10-02,15.2,2,OK,ANNUAL,2,15.2,SU0384,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",2029-07-18,SU0384,2026-06-15,2026-10-02,131.797698,0.0,0,true,12,false
SYN001771,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-02,20.0,2,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Pharmacist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,2027-05-31,SU0329,2026-05-18,2026-09-03,75.1944,190.0,0,false,12,false
SYN008487,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-02,15.2,2,OK,ANNUAL,2,16.0,SU0115,AM,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",2027-03-14,SU0115,2026-07-06,2026-11-06,42.576,0.0,0,true,12,false
SYN002305,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-01,8.0,1,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,56.0,0.737,"ANF - RN, EN(MH) IND AGR",2027-05-02,SU0365,2026-06-08,2026-09-25,212.439,0.0,0,false,12,false
SYN006538,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,7.6,1,OK,ANNUAL,0,,,,Other Ancillary Services Clinician,HSU GEN DIV L5,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2027-02-21,SU0017,2026-06-01,2026-09-04,753.865356,107.225629,1,false,12,false
SYN004783,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-01,2026-10-09,6.0,9,OK,PROF_DEV_STUDY,2,6.0,SU0332,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0332,2026-06-04,2026-10-02,292.612292,265.396208,0,true,12,
SYN007733,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-07,37.93,7,OK,ANNUAL,2,15.2,SU0126,AM,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,48.0,0.632,EN NSE & NUR ASS (76),,SU0126,2026-06-01,2026-10-02,65.030299,48.0,0,true,12,
SYN007331,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-14,59.96,14,OK,ANNUAL,0,,,,Occupational Therapist,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2027-05-10,SU0019,2026-05-18,2026-09-16,48.059499,0.0,0,false,12,false
SYN007554,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-05,23.35,5,OK,ANNUAL,3,22.799999999999997,SU0130,AM,Cardiology Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,CASUAL,AMA,0.0,0.0,MED PRAC (SNR FT) IND AGR,2026-12-06,SU0130,2026-09-07,2026-10-30,20.7747,0.0,0,true,12,false
SYN001454,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-01,2026-10-01,8.0,1,OK,PROF_DEV_STUDY,0,,,,Senior Medical Registrar,SENIOR REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-07,SU0349,2026-06-22,2026-10-23,81.513998,0.0,0,true,12,false
SYN000489,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-16,89.41,16,OK,ANNUAL,5,38.0,SU0043,AM,Clinical Psychologist,CLINICAL PSYCHOLOGIST (HSU),ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,OTHER,38.0,0.5,HEALTH SERVICE UNION GENERAL AGREEMENT,2050-01-07,SU0043,2026-06-23,2026-10-23,13.8016,0.0,0,true,12,false
SYN008356,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2026-10-01,2026-10-04,32.0,4,OK,ADO_TOIL_ONCALL,4,30.0,SU0367,AM,Social Worker,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-10-04,SU0405,2026-06-08,2026-10-07,0.0,215.184413,0,true,12,false
SYN000947,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-01,2026-10-01,8.0,1,OK,PROF_DEV_STUDY,1,8.0,SU0010,AM,Medical Officer,PSYCHIATRIST (TRAINEE),MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,56.0,0.7,MED PRACT (DIT) IND AGR,2027-01-31,SU0010,2026-08-17,2026-10-16,143.1509,0.0,0,true,12,false
SYN005213,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,10.0,1,OK,ANNUAL,1,5.0,SU0383,PM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0383,2026-06-15,2026-10-16,262.785798,0.0,0,true,12,
SYN008900,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-07,37.96,7,OK,ANNUAL,5,42.199999999999996,SU0179,AM,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-10-04,SU0179,2026-06-22,2026-10-07,160.0,0.0,1,true,12,true
SYN007830,Booked Leave,Future,LS,LONG SERVICE LEAVE,LONG SERVICE LEAVE,2026-10-01,2026-10-08,45.6,8,OK,LONG_SERVICE,5,39.800000000000004,SU0141,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",2027-09-16,SU0141,2026-06-15,2026-10-15,109.045,0.0,0,true,12,false
SYN007573,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,5.0,1,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",,SU0383,2026-05-20,2026-08-21,78.548179,63.616019,0,false,12,
SYN000762,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-10-01,2026-10-01,7.6,1,OK,UNPAID,0,,,,Paediatrics Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-02-13,SU0285,2026-09-01,2026-09-24,458.421279,106.458212,1,false,12,false
SYN008234,Booked Leave,Future,PE,PERSONAL LV CUMULATIVE,PERSLVE CUM CARERS NOEVID,2026-10-01,2026-10-01,7.6,1,OK,PERSONAL_SICK,1,7.6,SU0089,AM,Medical Imaging Technologist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0089,2026-06-01,2026-10-01,15.45,0.0,0,true,12,
SYN002038,Booked Leave,Future,OT,OTHER LEAVE,STUDY LEAVE,2026-10-01,2026-10-01,7.5,1,OK,OTHER,1,7.5,SU0424,AM,Clinical Psychologist,CLINICAL PSYCHOLOGIST (HSU),ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,,SU0424,2026-06-02,2026-10-02,8.0,0.0,0,true,12,
SYN002755,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,7.5,1,OK,ANNUAL,1,7.6,SU0336,AM,Anaesthetics Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,64.0,0.8,MED PRAC (SNR FT) IND AGR,2027-02-07,SU0336,2026-06-24,2026-10-25,6.152,0.0,0,true,12,false
SYN007734,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-01,2026-10-02,15.2,2,OK,PROF_DEV_STUDY,2,16.0,SU0327,AM,Other Ancillary Services Clinician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,FIXED TERM,HSUWA,15.2,0.2,HSUWA PACTS IND AGMT,2027-01-03,SU0327,2026-06-22,2026-10-09,23.741071,48.418227,0,true,12,false
SYN007349,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2026-10-01,2026-10-02,8.0,2,OK,ADO_TOIL_ONCALL,2,15.2,SU0384,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0384,2026-06-16,2026-10-09,0.262,0.0,0,true,12,
SYN008197,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-05,20.0,5,OK,ANNUAL,0,,,,Medical Scientist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0069,2026-05-26,2026-09-10,163.31829900000002,0.0,0,false,12,
SYN004723,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-02,15.2,2,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0089,2026-05-26,2026-09-11,123.5912,53.2,0,false,12,
SYN001264,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-02,16.0,2,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-12-24,SU0352,2026-05-28,2026-09-25,40.169999,0.0,0,false,12,false
SYN008111,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-05,24.0,5,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0080,2026-06-01,2026-09-18,120.04,0.0,0,false,12,
SYN007917,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-10-01,2026-10-03,18.0,3,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0354,2026-05-25,2026-09-25,388.236,0.0,1,false,12,
SYN005285,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-07,28.99,7,OK,ANNUAL,7,64.0,SU0019,LONG_DAY|AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,72.0,0.947,EN NSE & NUR ASS (76),,SU0019,2026-06-15,2026-10-16,0.437,0.0,0,true,12,
SYN000632,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,7.6,1,OK,ANNUAL,1,8.0,SU0054,AM,Medical Officer,PSYCHIATRIST (TRAINEE),MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-02-07,SU0054,2026-06-22,2026-10-23,43.0,32.0,1,true,12,false
SYN003775,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2026-10-01,2026-10-01,8.0,1,OK,ADO_TOIL_ONCALL,1,10.0,SU0369,NIGHT,Clinical Psychologist,CLINICAL PSYCHOLOGIST (HSU),ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0369,2026-06-09,2026-10-09,210.0065,0.0,0,true,12,
SYN000297,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-01,7.6,1,OK,ANNUAL,1,8.0,SU0054,AM,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,45.6,0.6,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2027-12-25,SU0054,2026-06-01,2026-10-02,501.8546,76.0,1,true,12,false
SYN003924,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-07,40.0,7,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0430,2026-05-18,2026-08-21,64.533899,91.2,0,false,12,
SYN000425,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-01,2026-10-01,7.6,1,OK,PROF_DEV_STUDY,1,7.6,SU0279,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,38.0,0.5,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2050-01-07,SU0279,2026-06-24,2026-10-13,,,,true,12,false
SYN001429,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-01,2026-10-01,8.0,1,OK,PROF_DEV_STUDY,1,8.0,SU0093,AM,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-01-31,SU0093,2026-06-16,2026-10-16,157.596694,0.0,0,true,12,false
SYN006749,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-01,2026-10-08,30.0,8,OK,ANNUAL,2,20.0,SU0362,AM,Podiatrist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,,SU0362,2026-06-04,2026-10-02,148.82387799999998,72.153221,0,true,12,
SYN006528,Booked Leave,Future,OT,OTHER LEAVE,STUDY LEAVE,2026-10-01,2026-10-01,8.0,1,OK,OTHER,1,8.0,SU0273,AM,Medical Officer,PLASTIC & ORTHOPAEDIC SURGEON,MED_SENIOR,MEDICAL,PERMANENT,AMA,40.0,0.5,ORTHOPAEDIC SURGEON (80),,SU0273,2026-06-15,2026-10-16,12.956,0.0,0,true,12,
SYN004468,Booked Leave,Future,PD,PROF DEV LV NON-ACCRUE,PROF DEV LV NON-ACCRUE,2026-10-01,2026-10-02,15.2,2,OK,PROF_DEV_STUDY,2,15.2,SU0287,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0287,2026-06-01,2026-10-02,255.867897,0.0,0,true,12,
SYN003761,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-01,2026-10-01,7.0,1,OK,PROF_DEV_STUDY,0,,,,Registered Nurse,SENIOR REGISTERED NURSE L4,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",,SU0125,2026-05-18,2026-09-17,52.433899,0.0,0,false,12,
SYN002538,Booked Leave,Future,AD,ACCRUED DAY OFF,ADO,2026-10-01,2026-10-01,10.0,1,OK,ADO_TOIL_ONCALL,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0021,2026-05-18,2026-09-17,240.798998,0.0,0,false,12,
SYN003508,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,8.0,1,OK,ANNUAL,0,,,,Physiotherapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,15.2,0.2,HSUWA PACTS IND AGMT,,SU0433,2026-07-20,2026-09-04,0.0,92.08162899999999,0,false,13,
SYN002009,Booked Leave,Future,PB,PDL BASE ANF&ENA,PDL BASE ANF&ENA,2026-10-02,2026-10-02,8.0,1,OK,PROF_DEV_STUDY,1,8.0,SU0019,AM,Registered Nurse,SENIOR REGISTERED NURSE L7,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.8,0.8,"ANF - RN, EN(MH) IND AGR",,SU0019,2026-06-23,2026-10-23,110.4,0.0,1,true,13,
SYN000476,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,7.6,1,OK,ANNUAL,1,7.6,SU0384,AM,Physiotherapist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,OTHER,76.0,1.0,HEALTH SERVICE UNION GENERAL AGREEMENT,2050-01-07,SU0384,2026-06-22,2026-10-09,17.5091,0.0,0,true,13,false
SYN008173,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,7.6,1,OK,ANNUAL,1,8.05,SU0140,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-03-16,SU0140,2026-06-22,2026-10-23,350.639673,91.827022,0,true,13,false
SYN008024,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-06,38.06,5,OK,ANNUAL,3,24.0,SU0045,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-02-21,SU0045,2026-06-22,2026-10-22,134.089915,63.053582,0,true,13,false
SYN008772,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-05,15.2,4,OK,ANNUAL,2,16.1,SU0333,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,FIXED TERM,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",2027-04-04,SU0333,2026-06-08,2026-10-09,223.271441,122.559252,0,true,13,false
SYN007873,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,7.6,1,OK,ANNUAL,1,7.6,SU0301,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",,SU0301,2026-06-22,2026-10-23,127.2443,32.0,0,true,13,
SYN001974,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-02,2026-10-02,8.0,1,OK,PROF_DEV_STUDY,0,,,,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,PERMANENT,UWU_EN_AIN,80.0,1.053,EN NSE & NUR ASS (76),,SU0340,2026-06-01,2026-09-04,199.50642900000003,221.621262,0,false,13,
SYN006686,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-05,12.0,4,OK,ANNUAL,0,,,,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",2026-08-23,SU0382,2026-05-18,2026-08-21,524.953018,255.989973,1,false,13,true
SYN009114,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,10.0,1,OK,ANNUAL,1,5.0,SU0383,PM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2026-11-08,SU0383,2026-06-22,2026-10-02,9.4246,0.0,0,true,13,false
SYN008657,Booked Leave,Future,PC,PROF DEV LV ACCRUING,PROF DEV LV ACCRUING,2026-10-02,2026-10-02,4.0,1,OK,PROF_DEV_STUDY,2,4.0,SU0332,AM|DAY,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-02-14,SU0332,2026-06-08,2026-10-09,206.86589999999998,0.0,0,true,13,false
SYN003346,Booked Leave,Future,LS,LONG SERVICE LEAVE,LSL HALF PAY,2026-10-02,2026-10-02,8.0,1,OK,LONG_SERVICE,0,,,,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,60.0,0.789,"ANF - RN, EN(MH) IND AGR",,SU0115,2026-06-27,2026-10-19,143.904,0.0,0,true,13,
SYN008548,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-10-02,2026-10-02,7.6,1,OK,ANNUAL,1,7.6,SU0396,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-01-12,SU0396,2026-06-15,2026-10-09,655.343089,0.0,1,true,13,false
